uuid,brief,notes,audience,tone,issue_tag
05c6e85f-9546-4491-95ed-df0ecf1ad42f,Student experiences worry and physical tension before class.,"Student experiences worry and physical tension before class. Focus on accommodations and classroom strategies. Use objective, concise clinical language. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,neutral_clinical,anxiety
406776f6-fd8d-49d3-aa8c-717373cd19f1,Student reports low mood and low motivation recently.,"Student reports low mood and low motivation recently. Emphasize formulation, risk, and intervention planning. Use empathic language and normalize common reactions. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,supportive,depression
0d4328ee-2184-4403-b1f5-6b6893dbfd39,Student has difficulty falling asleep and staying asleep.,"Student has difficulty falling asleep and staying asleep. Use encouraging, clear steps the student can try this week. Avoid jargon and keep sentences short and clear. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,plain_language,sleep_issues
96af1bb4-9adc-4239-9ec1-ce33f179ed40,Student reports being teased and excluded by peers.,"Student reports being teased and excluded by peers. Offer supportive, practical steps for home and communication. Acknowledge cultural context and family values respectfully. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,culturally_sensitive,bullying
5bc78394-bdf3-4132-821e-59aaf8d0a738,Student is grieving a recent loss in the family.,"Student is grieving a recent loss in the family. Focus on accommodations and classroom strategies. Use formal structure with headings and bullet points. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,formal_report,grief
6753c749-dc26-4e63-a59d-157ec040d9c9,Student avoids reminders of a past distressing event.,"Student avoids reminders of a past distressing event. Emphasize formulation, risk, and intervention planning. Use simple, motivational language with concrete tips. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,student_friendly,trauma
448958c1-eb3d-495f-8cc9-76d21dcd2d7b,Student reports frequent arguments at home.,"Student reports frequent arguments at home. Use encouraging, clear steps the student can try this week. Offer collaborative tone and step-by-step guidance. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,parent_friendly,family_conflict
236706d7-e5ba-4566-8d15-cfe7a9b3abe6,Student mentions using alcohol on weekends due to stress.,"Student mentions using alcohol on weekends due to stress. Offer supportive, practical steps for home and communication. Include immediate safety steps and crisis contacts. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,crisis_informational,substance_use
24d2f3b2-9832-4ee4-b641-acae20136b38,Student says they don't feel good enough compared to peers.,"Student says they don't feel good enough compared to peers. Focus on accommodations and classroom strategies. Use objective, concise clinical language. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,neutral_clinical,low_self_esteem
b4b8b997-51b2-42ad-b5f2-269893b60919,Student feels overwhelmed by assignments and exams.,"Student feels overwhelmed by assignments and exams. Emphasize formulation, risk, and intervention planning. Use empathic language and normalize common reactions. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,supportive,academic_stress
b14aeea0-413d-43df-aafd-e9c11ae978bc,Student experiences worry and physical tension before class.,"Student experiences worry and physical tension before class. Use encouraging, clear steps the student can try this week. Avoid jargon and keep sentences short and clear. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,plain_language,anxiety
73aa8738-36be-4767-af97-904cda501445,Student reports low mood and low motivation recently.,"Student reports low mood and low motivation recently. Offer supportive, practical steps for home and communication. Acknowledge cultural context and family values respectfully. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,culturally_sensitive,depression
e8159210-c094-4824-b7cf-54e2c96d111f,Student has difficulty falling asleep and staying asleep.,"Student has difficulty falling asleep and staying asleep. Focus on accommodations and classroom strategies. Use formal structure with headings and bullet points. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,formal_report,sleep_issues
84ead315-b346-4743-8dc6-406100373812,Student reports being teased and excluded by peers.,"Student reports being teased and excluded by peers. Emphasize formulation, risk, and intervention planning. Use simple, motivational language with concrete tips. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,student_friendly,bullying
2ef03afe-5438-4097-8102-623b4296ad20,Student is grieving a recent loss in the family.,"Student is grieving a recent loss in the family. Use encouraging, clear steps the student can try this week. Offer collaborative tone and step-by-step guidance. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,parent_friendly,grief
b45e292e-f025-44cb-8367-2f5bc6c0915f,Student avoids reminders of a past distressing event.,"Student avoids reminders of a past distressing event. Offer supportive, practical steps for home and communication. Include immediate safety steps and crisis contacts. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,crisis_informational,trauma
e001baf1-64a6-49fe-80bf-4b307c19874f,Student reports frequent arguments at home.,"Student reports frequent arguments at home. Focus on accommodations and classroom strategies. Use objective, concise clinical language. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,neutral_clinical,family_conflict
65db9a5e-2971-43a1-a12f-83e5fe696aa8,Student mentions using alcohol on weekends due to stress.,"Student mentions using alcohol on weekends due to stress. Emphasize formulation, risk, and intervention planning. Use empathic language and normalize common reactions. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,supportive,substance_use
6f491ba6-e300-4c5a-a466-f64d4c668ac3,Student says they don't feel good enough compared to peers.,"Student says they don't feel good enough compared to peers. Use encouraging, clear steps the student can try this week. Avoid jargon and keep sentences short and clear. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,plain_language,low_self_esteem
4da569c4-06a8-46d2-b37a-88a16357c719,Student feels overwhelmed by assignments and exams.,"Student feels overwhelmed by assignments and exams. Offer supportive, practical steps for home and communication. Acknowledge cultural context and family values respectfully. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,culturally_sensitive,academic_stress
1af7b912-3081-49af-aec9-adcddf8c0dd3,Student experiences worry and physical tension before class.,"Student experiences worry and physical tension before class. Focus on accommodations and classroom strategies. Use formal structure with headings and bullet points. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,formal_report,anxiety
54af2198-7bc7-4bf5-83ca-19aa2fd7bec6,Student reports low mood and low motivation recently.,"Student reports low mood and low motivation recently. Emphasize formulation, risk, and intervention planning. Use simple, motivational language with concrete tips. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,student_friendly,depression
d09e4616-cd1d-4d6f-8a52-ef1f11e5f4af,Student has difficulty falling asleep and staying asleep.,"Student has difficulty falling asleep and staying asleep. Use encouraging, clear steps the student can try this week. Offer collaborative tone and step-by-step guidance. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,parent_friendly,sleep_issues
4f44707e-d4ae-4148-aa5b-001048b38b25,Student reports being teased and excluded by peers.,"Student reports being teased and excluded by peers. Offer supportive, practical steps for home and communication. Include immediate safety steps and crisis contacts. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,crisis_informational,bullying
d735a62a-4328-4950-9f91-35316c7a36b3,Student is grieving a recent loss in the family.,"Student is grieving a recent loss in the family. Focus on accommodations and classroom strategies. Use objective, concise clinical language. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,neutral_clinical,grief
c489bfa5-6454-439d-acc1-f838e3f844e4,Student avoids reminders of a past distressing event.,"Student avoids reminders of a past distressing event. Emphasize formulation, risk, and intervention planning. Use empathic language and normalize common reactions. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,supportive,trauma
73f5bcf2-099a-42b0-8d54-73b3773fcdf3,Student reports frequent arguments at home.,"Student reports frequent arguments at home. Use encouraging, clear steps the student can try this week. Avoid jargon and keep sentences short and clear. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,plain_language,family_conflict
058b26f8-94b7-44b9-8736-1f99bde00cf5,Student mentions using alcohol on weekends due to stress.,"Student mentions using alcohol on weekends due to stress. Offer supportive, practical steps for home and communication. Acknowledge cultural context and family values respectfully. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,culturally_sensitive,substance_use
ab59b672-3e8e-404c-a309-37cd1bcc7692,Student says they don't feel good enough compared to peers.,"Student says they don't feel good enough compared to peers. Focus on accommodations and classroom strategies. Use formal structure with headings and bullet points. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,formal_report,low_self_esteem
8798e086-c942-4cba-b5cb-2c5323a34258,Student feels overwhelmed by assignments and exams.,"Student feels overwhelmed by assignments and exams. Emphasize formulation, risk, and intervention planning. Use simple, motivational language with concrete tips. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,student_friendly,academic_stress
96b4fea8-5327-4e74-9118-33a71bc2b2cb,Student experiences worry and physical tension before class.,"Student experiences worry and physical tension before class. Use encouraging, clear steps the student can try this week. Offer collaborative tone and step-by-step guidance. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,parent_friendly,anxiety
e96f821a-57b4-4c4f-a53d-ddb0d5b14dbe,Student reports low mood and low motivation recently.,"Student reports low mood and low motivation recently. Offer supportive, practical steps for home and communication. Include immediate safety steps and crisis contacts. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,crisis_informational,depression
6900996f-aa78-4e08-ab08-1709aa2760fc,Student has difficulty falling asleep and staying asleep.,"Student has difficulty falling asleep and staying asleep. Focus on accommodations and classroom strategies. Use objective, concise clinical language. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,neutral_clinical,sleep_issues
e1df8c76-c7bd-45f5-8633-699a97ca450b,Student reports being teased and excluded by peers.,"Student reports being teased and excluded by peers. Emphasize formulation, risk, and intervention planning. Use empathic language and normalize common reactions. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,supportive,bullying
2ea8b5b4-1789-4c2e-a89d-1f6fd31889ca,Student is grieving a recent loss in the family.,"Student is grieving a recent loss in the family. Use encouraging, clear steps the student can try this week. Avoid jargon and keep sentences short and clear. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,plain_language,grief
9a8254ff-aff7-44b8-8e54-d47a26752ecb,Student avoids reminders of a past distressing event.,"Student avoids reminders of a past distressing event. Offer supportive, practical steps for home and communication. Acknowledge cultural context and family values respectfully. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,culturally_sensitive,trauma
c501f6ee-0241-44f5-a93f-ec68e5654aa0,Student reports frequent arguments at home.,"Student reports frequent arguments at home. Focus on accommodations and classroom strategies. Use formal structure with headings and bullet points. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,formal_report,family_conflict
79e1636b-8a98-41f7-aec8-d32616bd68b9,Student mentions using alcohol on weekends due to stress.,"Student mentions using alcohol on weekends due to stress. Emphasize formulation, risk, and intervention planning. Use simple, motivational language with concrete tips. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,student_friendly,substance_use
72f82118-b6e4-4240-aa0a-e3ab7d61764c,Student says they don't feel good enough compared to peers.,"Student says they don't feel good enough compared to peers. Use encouraging, clear steps the student can try this week. Offer collaborative tone and step-by-step guidance. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,parent_friendly,low_self_esteem
50f6e9cb-7b18-4f73-8a09-a7d5c7ccfd22,Student feels overwhelmed by assignments and exams.,"Student feels overwhelmed by assignments and exams. Offer supportive, practical steps for home and communication. Include immediate safety steps and crisis contacts. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,crisis_informational,academic_stress
3db42bc5-caa3-4ccd-b631-b8cfcd0b4269,Student experiences worry and physical tension before class.,"Student experiences worry and physical tension before class. Focus on accommodations and classroom strategies. Use objective, concise clinical language. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,neutral_clinical,anxiety
27f21460-7add-4cee-9cd7-fddca58528d0,Student reports low mood and low motivation recently.,"Student reports low mood and low motivation recently. Emphasize formulation, risk, and intervention planning. Use empathic language and normalize common reactions. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,supportive,depression
880d91c2-1065-4b5c-b1f5-fba402a06d95,Student has difficulty falling asleep and staying asleep.,"Student has difficulty falling asleep and staying asleep. Use encouraging, clear steps the student can try this week. Avoid jargon and keep sentences short and clear. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,plain_language,sleep_issues
faf54a48-ede0-4ce3-8fde-fdd913facf68,Student reports being teased and excluded by peers.,"Student reports being teased and excluded by peers. Offer supportive, practical steps for home and communication. Acknowledge cultural context and family values respectfully. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,culturally_sensitive,bullying
01663f86-40ef-433f-8c76-f447cb1bab9f,Student is grieving a recent loss in the family.,"Student is grieving a recent loss in the family. Focus on accommodations and classroom strategies. Use formal structure with headings and bullet points. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,formal_report,grief
bb9fa913-ffe7-42a5-b26f-b5a7c6687d86,Student avoids reminders of a past distressing event.,"Student avoids reminders of a past distressing event. Emphasize formulation, risk, and intervention planning. Use simple, motivational language with concrete tips. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,student_friendly,trauma
c6a502a7-82c5-446a-8641-8b8d43da4af9,Student reports frequent arguments at home.,"Student reports frequent arguments at home. Use encouraging, clear steps the student can try this week. Offer collaborative tone and step-by-step guidance. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,parent_friendly,family_conflict
1d57c0d3-532e-4cb7-8316-44f2ebe5b389,Student mentions using alcohol on weekends due to stress.,"Student mentions using alcohol on weekends due to stress. Offer supportive, practical steps for home and communication. Include immediate safety steps and crisis contacts. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,crisis_informational,substance_use
72fa61ec-1a61-4fa2-b779-3539f4e4b81d,Student says they don't feel good enough compared to peers.,"Student says they don't feel good enough compared to peers. Focus on accommodations and classroom strategies. Use objective, concise clinical language. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,neutral_clinical,low_self_esteem
55c963da-337c-4297-baaf-448425ac721e,Student feels overwhelmed by assignments and exams.,"Student feels overwhelmed by assignments and exams. Emphasize formulation, risk, and intervention planning. Use empathic language and normalize common reactions. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,supportive,academic_stress
e76114a4-ef0e-4aa7-ad69-73f796383435,Student experiences worry and physical tension before class.,"Student experiences worry and physical tension before class. Use encouraging, clear steps the student can try this week. Avoid jargon and keep sentences short and clear. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,plain_language,anxiety
762a416a-17fa-4373-949c-569d6077ff04,Student reports low mood and low motivation recently.,"Student reports low mood and low motivation recently. Offer supportive, practical steps for home and communication. Acknowledge cultural context and family values respectfully. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,culturally_sensitive,depression
66949c35-2263-4cce-b9ac-623256e74580,Student has difficulty falling asleep and staying asleep.,"Student has difficulty falling asleep and staying asleep. Focus on accommodations and classroom strategies. Use formal structure with headings and bullet points. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,formal_report,sleep_issues
a411ca2e-5de1-4417-a7e2-37ab4de23f0d,Student reports being teased and excluded by peers.,"Student reports being teased and excluded by peers. Emphasize formulation, risk, and intervention planning. Use simple, motivational language with concrete tips. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,student_friendly,bullying
e4236887-d409-4562-bbe1-b15025dd0b45,Student is grieving a recent loss in the family.,"Student is grieving a recent loss in the family. Use encouraging, clear steps the student can try this week. Offer collaborative tone and step-by-step guidance. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,parent_friendly,grief
7112582a-c62b-404c-a12b-f5e847b3ae50,Student avoids reminders of a past distressing event.,"Student avoids reminders of a past distressing event. Offer supportive, practical steps for home and communication. Include immediate safety steps and crisis contacts. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,crisis_informational,trauma
8a422d53-fd91-421c-ab92-53e9cc1c1343,Student reports frequent arguments at home.,"Student reports frequent arguments at home. Focus on accommodations and classroom strategies. Use objective, concise clinical language. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,neutral_clinical,family_conflict
0128ac6f-4b0b-4e90-9bf6-75b27de5276e,Student mentions using alcohol on weekends due to stress.,"Student mentions using alcohol on weekends due to stress. Emphasize formulation, risk, and intervention planning. Use empathic language and normalize common reactions. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,supportive,substance_use
5d8df5d3-c4f7-4d9c-a6da-428775fc10d7,Student says they don't feel good enough compared to peers.,"Student says they don't feel good enough compared to peers. Use encouraging, clear steps the student can try this week. Avoid jargon and keep sentences short and clear. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,plain_language,low_self_esteem
89b2824f-af40-474e-8e55-5a730cd7cc77,Student feels overwhelmed by assignments and exams.,"Student feels overwhelmed by assignments and exams. Offer supportive, practical steps for home and communication. Acknowledge cultural context and family values respectfully. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,culturally_sensitive,academic_stress
c6484248-31d9-49c4-8a92-6d924f7a0c5e,Student experiences worry and physical tension before class.,"Student experiences worry and physical tension before class. Focus on accommodations and classroom strategies. Use formal structure with headings and bullet points. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,formal_report,anxiety
41f10ac5-f17f-4e48-9a32-561adce707ad,Student reports low mood and low motivation recently.,"Student reports low mood and low motivation recently. Emphasize formulation, risk, and intervention planning. Use simple, motivational language with concrete tips. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,student_friendly,depression
03a938d9-b02f-49ef-8e1c-4375c7c5b246,Student has difficulty falling asleep and staying asleep.,"Student has difficulty falling asleep and staying asleep. Use encouraging, clear steps the student can try this week. Offer collaborative tone and step-by-step guidance. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,parent_friendly,sleep_issues
921c2476-c9ff-4e97-87ae-84895ea3362a,Student reports being teased and excluded by peers.,"Student reports being teased and excluded by peers. Offer supportive, practical steps for home and communication. Include immediate safety steps and crisis contacts. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,crisis_informational,bullying
6e8d6790-8855-432a-a1a7-a6aef46de809,Student is grieving a recent loss in the family.,"Student is grieving a recent loss in the family. Focus on accommodations and classroom strategies. Use objective, concise clinical language. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,neutral_clinical,grief
f945ad04-ade2-4640-9779-7eed6076b3cd,Student avoids reminders of a past distressing event.,"Student avoids reminders of a past distressing event. Emphasize formulation, risk, and intervention planning. Use empathic language and normalize common reactions. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,supportive,trauma
ba01f40d-aae9-4354-b0ff-8fa2048499d8,Student reports frequent arguments at home.,"Student reports frequent arguments at home. Use encouraging, clear steps the student can try this week. Avoid jargon and keep sentences short and clear. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,plain_language,family_conflict
ddb8ebce-9902-466d-baad-3278142607fe,Student mentions using alcohol on weekends due to stress.,"Student mentions using alcohol on weekends due to stress. Offer supportive, practical steps for home and communication. Acknowledge cultural context and family values respectfully. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,culturally_sensitive,substance_use
f5998772-50db-4bda-a208-9840da9e0320,Student says they don't feel good enough compared to peers.,"Student says they don't feel good enough compared to peers. Focus on accommodations and classroom strategies. Use formal structure with headings and bullet points. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,formal_report,low_self_esteem
9111e023-a53c-412d-907b-c2d31f09b70a,Student feels overwhelmed by assignments and exams.,"Student feels overwhelmed by assignments and exams. Emphasize formulation, risk, and intervention planning. Use simple, motivational language with concrete tips. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,student_friendly,academic_stress
4a308576-796e-4722-bc8e-eacc95ef7034,Student experiences worry and physical tension before class.,"Student experiences worry and physical tension before class. Use encouraging, clear steps the student can try this week. Offer collaborative tone and step-by-step guidance. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,parent_friendly,anxiety
f17a8774-b24b-4cf0-9429-6aa8ad02c766,Student reports low mood and low motivation recently.,"Student reports low mood and low motivation recently. Offer supportive, practical steps for home and communication. Include immediate safety steps and crisis contacts. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,crisis_informational,depression
6e075cf7-48ce-4988-bd7f-c82510442d72,Student has difficulty falling asleep and staying asleep.,"Student has difficulty falling asleep and staying asleep. Focus on accommodations and classroom strategies. Use objective, concise clinical language. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,neutral_clinical,sleep_issues
34b86e5c-6dbb-45e1-9d63-2b13106e2580,Student reports being teased and excluded by peers.,"Student reports being teased and excluded by peers. Emphasize formulation, risk, and intervention planning. Use empathic language and normalize common reactions. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,supportive,bullying
b469ea63-8503-4c08-b3e9-76cf0eaabffd,Student is grieving a recent loss in the family.,"Student is grieving a recent loss in the family. Use encouraging, clear steps the student can try this week. Avoid jargon and keep sentences short and clear. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,plain_language,grief
4f93a374-09b5-4ca7-9ebb-4a725d00988b,Student avoids reminders of a past distressing event.,"Student avoids reminders of a past distressing event. Offer supportive, practical steps for home and communication. Acknowledge cultural context and family values respectfully. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,culturally_sensitive,trauma
097c02b9-e748-4639-b724-c95a34f14fd1,Student reports frequent arguments at home.,"Student reports frequent arguments at home. Focus on accommodations and classroom strategies. Use formal structure with headings and bullet points. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,formal_report,family_conflict
e7df3301-7061-4993-be46-5d1adedc3fa1,Student mentions using alcohol on weekends due to stress.,"Student mentions using alcohol on weekends due to stress. Emphasize formulation, risk, and intervention planning. Use simple, motivational language with concrete tips. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,student_friendly,substance_use
dba4adf3-6771-4525-8751-eac1cc81b001,Student says they don't feel good enough compared to peers.,"Student says they don't feel good enough compared to peers. Use encouraging, clear steps the student can try this week. Offer collaborative tone and step-by-step guidance. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,parent_friendly,low_self_esteem
6e2937f1-7a32-44d2-96f5-5ed73f0fa0c1,Student feels overwhelmed by assignments and exams.,"Student feels overwhelmed by assignments and exams. Offer supportive, practical steps for home and communication. Include immediate safety steps and crisis contacts. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,crisis_informational,academic_stress
dbad09c2-4906-4e41-9df1-cf039212b528,Student experiences worry and physical tension before class.,"Student experiences worry and physical tension before class. Focus on accommodations and classroom strategies. Use objective, concise clinical language. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,neutral_clinical,anxiety
eb2661b3-bc9e-44bb-900d-1d2021e02770,Student reports low mood and low motivation recently.,"Student reports low mood and low motivation recently. Emphasize formulation, risk, and intervention planning. Use empathic language and normalize common reactions. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,supportive,depression
e11d91b7-f1d0-4783-a392-edce478e8039,Student has difficulty falling asleep and staying asleep.,"Student has difficulty falling asleep and staying asleep. Use encouraging, clear steps the student can try this week. Avoid jargon and keep sentences short and clear. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,plain_language,sleep_issues
d25c40a2-1f90-4502-b178-40104e637aa6,Student reports being teased and excluded by peers.,"Student reports being teased and excluded by peers. Offer supportive, practical steps for home and communication. Acknowledge cultural context and family values respectfully. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,culturally_sensitive,bullying
80f742b4-a68c-416a-a965-bc2d1d13c350,Student is grieving a recent loss in the family.,"Student is grieving a recent loss in the family. Focus on accommodations and classroom strategies. Use formal structure with headings and bullet points. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,formal_report,grief
61e415d6-4361-4437-ade4-525129ae1cc5,Student avoids reminders of a past distressing event.,"Student avoids reminders of a past distressing event. Emphasize formulation, risk, and intervention planning. Use simple, motivational language with concrete tips. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,student_friendly,trauma
2dc24231-caf4-48e7-a40c-41e9549875ac,Student reports frequent arguments at home.,"Student reports frequent arguments at home. Use encouraging, clear steps the student can try this week. Offer collaborative tone and step-by-step guidance. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,parent_friendly,family_conflict
e9f06aef-de22-4849-a89b-892d2b1b1cd4,Student mentions using alcohol on weekends due to stress.,"Student mentions using alcohol on weekends due to stress. Offer supportive, practical steps for home and communication. Include immediate safety steps and crisis contacts. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,crisis_informational,substance_use
a2581c4f-523e-4221-814a-db0f6c300829,Student says they don't feel good enough compared to peers.,"Student says they don't feel good enough compared to peers. Focus on accommodations and classroom strategies. Use objective, concise clinical language. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,neutral_clinical,low_self_esteem
